Class Catalogue - Class Search Results,,,,,,,
,,,,,,,
Search Type:,Class Search,,,,,,
Session:,Academic Year 2021/2022,,,,,,
Credit Scheme:,Strathclyde Standard 2003 and after,,,,,,
Classification:,Undergraduate,,,,,,
,,,,,,,
,,,,,,,
CODE,TITLE,CREDITS,LEVEL,UG/PG/CE,SEMESTER,EXCHANGE,ELECTIVE
M9446,Environmental Law,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
MM106,Essential Statistics,10,Level 1,Undergraduate,Semester 1 2021/22,Y,EO
M9345,Ethics And Justice,20,Level 3,Undergraduate,Semester 1 2021/22,N,NE
M9499,Ethics And Justice (Hons),20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
M9468,"Ethics, Professionalism And Justice",20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
X7452,Expressive Arts And Physical Education (Hwb2),20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
EX501,External Study,45,Level 5,Undergraduate,Semester 1 2021/22,N,EO
EX102,External Study (Semester 1),20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
EX104,External Study (Semester 1),40,Level 1,Undergraduate,Semester 1 2021/22,N,NE
EX106,External Study (Semester 1),60,Level 1,Undergraduate,Semester 1 2021/22,N,NE
EX310,External Study (Semester 1),40,Level 3,Undergraduate,Semester 1 2021/22,N,EO
EX206,External Study Level 2 S1,60,Level 2,Undergraduate,Semester 1 2021/22,N,NE
EX317,External Study Level 3 S1,60,Level 3,Undergraduate,Semester 1 2021/22,N,NE
EX409,External Study Level 4 S1,60,Level 4,Undergraduate,Semester 1 2021/22,N,NE
EX506,External Study Level 5 S1,60,Level 5,Undergraduate,Semester 1 2021/22,N,NE
EX313,External Study: Mechanical And Aerospace Engineering (Sem 1),60,Level 3,Undergraduate,Semester 1 2021/22,N,NE
OS677,Family History Research - Beyond The Basics (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS626,Family History Research: An Introduction,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS628,"Family History, The Internet And More",10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
P3310,Feature Writing,20,Level 3,Undergraduate,Semester 1 2021/22,Y,EO
AG432,Financial Quantitative Methods,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
AG513,Financial Quantitative Methods,20,Level 5,Undergraduate,Semester 1 2021/22,N,EO
OS635,Finding Your Voice,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
21452,Finite Element Analysis For Marine Structures,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
MM506,Finite Element Methods For Boundary Value Problems & Approximation,20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
MM406,Finite Element Methods For Boundary Value Problems And Approximation,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
ME207,Flight And Spaceflight (Sem1),5,Level 2,Undergraduate,Semester 1 2021/22,Y,EO
16351,Flight And Spaceflight 2,10,Level 3,Undergraduate,Semester 1 2021/22,N,NE
CP204,Fluid Flow And Heat Transfer,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
CP208,Fluid Flow And Heat Transfer,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
ME205,Fluid Mechanics 2,10,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
BE205,Fluid Mechanics In Biomedical Engineering,10,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
NM218,"Fluid Mechanics In Naval Architecture, Ocean And Marine Engineering",10,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
MM405,Fluids And Waves,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
MM505,Fluids And Waves,20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
V1703,For The Benefit Of Mankind? Human Experiments In History (Part 1),20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
CH219,Forensic And Analytical Science,10,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
OS625,Forensic Psychology For Beginners,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
CH560,Forensic Science Principles And Practice Parts 1 And 2,10,Level 5,Undergraduate,Semester 1 2021/22,Y,NE
CH487,Forensic Science Principles And Practice Parts 1 And 2 (Bsc Hons),10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
QQ430,Forms Of Feminism In Contemporary Literature,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
BM109,Foundation Biomolecular Sciences: Cells And Their Molecules,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
BE104,Foundations For Interprofessional Practice,20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
B1124,Foundations Of Physical Activity For Health,20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
R1107,French 1a,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
OS720,French 1a (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS721,French 1b (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS722,French 2 (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS723,French 3 (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS724,French 4 (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
R1203,French Language 2a,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
R1305,French Language 3a,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
R1390,French Studies 3 - Semester One (Erasmus/Jya/Overseas),10,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
V1485,From Ancient Passions To Modern Feelings: The History Of Emotions 1,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
CP531,Frontiers Of Chemical Engineering,10,Level 5,Undergraduate,Semester 1 2021/22,N,EO
CS316,Functional Programming,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
BM325,Fundamental Immunology,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
BM330,Fundamental Microbiology,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
BM324,Fundamental Pharmacology,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
CS454,Fundamentals Of Cyber Security,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
CS353,Fundamentals Of Data Analytics,15,Level 3,Undergraduate,Semester 1 2021/22,N,NE
X9174,"Gaelic: Language, Culture And Arts 1",20,Level 1,Undergraduate,Semester 1 2021/22,N,PE
M9478,Gender And Armed Conflict (Clinical),20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
M9469,Gender And Armed Conflict: Women In War And Peace-Building,20,Level 4,Undergraduate,Semester 1 2021/22,Y,EO
L5405,Gender Based Violence: Issues And Concepts,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
P3211,Gender Issues In The Media,20,Level 2,Undergraduate,Semester 1 2021/22,Y,EO
OS627,Genealogy: Beyond The Basics,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS137,Genetic Genealogy: An Introduction,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
EO306,Geotechnical Engineering 1,20,Level 3,Undergraduate,Semester 1 2021/22,N,NE
CL333,Geotechnical Engineering 1a (Exchange),10,Level 3,Undergraduate,Semester 1 2021/22,Y,EO
CL440,Geotechnical Engineering 2a (Exchange),10,Level 4,Undergraduate,Semester 1 2021/22,Y,EO
OS725,German 1a (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS726,German 1b (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS727,German 2 (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS728,German 3 (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS729,German 4 (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
DM503,Global Design,10,Level 5,Undergraduate,Semester 1 2021/22,Y,NE
V1348,"Global Scotland: Migration, Diaspora And Scottish Society Since 1800",20,Level 3,Undergraduate,Semester 1 2021/22,Y,EO
V1717,"Global Scotland: Migration, Diaspora And Scottish Society Since 1800",20,Level 4,Undergraduate,Semester 1 2021/22,Y,EO
AG309,Governance And Accounting Ethics,10,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
L2402,Governance And Development,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
OB201,"Governance, Ethics And Corporate Social Responsibility",40,Level 2,Undergraduate,Semester 1 2021/22,N,PE
CL518,Group Design Project A,20,Level 5,Undergraduate,Semester 1 2021/22,Y,NE
OS655,Handbuilt Pottery For Beginners,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
C8467,Health Psychology For Exchange Students,10,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
X2401,Hidden Voices (Vip4sd),10,Level 4,Undergraduate,Semester 1 2021/22,N,PE
NM439,High Performance Sailing Yachts,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
V1473,Histories Of Terrorism: Case-Studies And Comparisons In The Modern Age,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
CC128,History 1a,20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
V1102,History 1a,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
V1940,History Dissertation,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
V1214,History Of Scotland 1700-1832,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
CC251,History Of The Usa,20,Level 2,Undergraduate,Semester 1 2021/22,N,EO
V1475,History Single Honours Dissertation,40,Level 4,Undergraduate,Semester 1 2021/22,N,EO
C8428,Honours Development,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
MG423,Hospitality And Tourism Analysis: Case Studies & Case Histories,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
MG512,Hospitality And Tourism Analysis: Case Studies And Case Histories,20,Level 5,Undergraduate,Semester 1 2021/22,N,NE
M9313,Housing Law,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
M9342,Housing Law (Clinical),20,Level 3,Undergraduate,Semester 1 2021/22,N,NE
LC255,How People Develop And Learn,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
MW265,How People Develop And Learn,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
PH162,How Things Work,10,Level 1,Undergraduate,Semester 1 2021/22,Y,EO
OS611,How To Look At Art,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS613,How To Look At Modern Art,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS612,How To Look At Scottish Art,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS639,How To Write For Film,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS638,How To Write For Stage And Screen,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
94303,Human Biological Sciences 3,10,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
V1399,"Identity, War And Revolution In Europe, 1789-1918",20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
V1706,"Identity, War And Revolution In Europe, 1789-1918",20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
V1941,"Imperialism, Politics And Society In Britain 1870-1914 1",20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
R4225,Independence And Isolation In Spain & Latin America-Erasmus/Jya/Overseas,10,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
OS188,Independent Study,20,Level 1,Undergraduate,Semester 1 2021/22,N,EO
C8303,Individual Differences,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
DM314,Individual Integrating Project,10,Level 3,Undergraduate,Semester 1 2021/22,N,NE
19993,Industrial Control,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
DM406,Industrial Placement 1,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
EF400,Industrial Placement 1,10,Level 4,Undergraduate,Semester 1 2021/22,N,PE
DM405,Industrial Placement 2,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
EF401,Industrial Placement 2,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
EF402,Industrial Placement 3,40,Level 4,Undergraduate,Semester 1 2021/22,N,PE
DM506,Industrial Placements 4,20,Level 5,Undergraduate,Semester 1 2021/22,N,EO
MM304,Inference And Regression Modelling,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
CS113,Information And Data 1 (Ga),20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
CS253,Information And Data 2 (Ga),20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
DM305,Innovation Management,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
M9314,Intellectual Property,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
EC215,Intermediate Microeconomics,20,Level 2,Undergraduate,Semester 1 2021/22,N,PE
MG213,International Business Analysis,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
Z1405,International Entrepreneurship,20,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
Z1503,International Entrepreneurship,20,Level 5,Undergraduate,Semester 1 2021/22,N,EO
BF407,International Industry Project (S1),50,Level 4,Undergraduate,Semester 1 2021/22,N,NE
M9316,International Private Law,20,Level 3,Undergraduate,Semester 1 2021/22,N,NE
L2201,International Relations And Global Politics,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
L2426,International Security: Concepts And Issues,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
C8425,International Work Placement,20,Level 4,Undergraduate,Semester 1 2021/22,Y,EO
MG316,Internationalisation Of Tourism Products And Services,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
CS453,Introduction To Artificial Intelligence,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
PH160,Introduction To Astronomy,10,Level 1,Undergraduate,Semester 1 2021/22,Y,EO
BM210,Introduction To Biochemistry,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
BE206,Introduction To Biomechanics,10,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
BE421,Introduction To Biomechanics,10,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
MS113,Introduction To Business Analysis And Technology - S1,10,Level 1,Undergraduate,Semester 1 2021/22,Y,EO
Z1212,Introduction To Business Start-Up,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
MM101,Introduction To Calculus,20,Level 1,Undergraduate,Semester 1 2021/22,Y,NE
BF114,Introduction To Economics And Business Analysis And Technology,20,Level 1,Undergraduate,Semester 1 2021/22,N,PE
OS674,Introduction To Family History Research (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
BF116,Introduction To Finance And Accounting,20,Level 1,Undergraduate,Semester 1 2021/22,N,PE
R1109,Introduction To French 1a,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
BM212,Introduction To Immunology,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
LC254,Introduction To Integrated Services,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
MW264,Introduction To Integrated Services,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
R3110,Introduction To Italian 1a,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
P3103,"Introduction To Journalism, Media And Communication 1a",20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
BF118,Introduction To Marketing And Entrepreneurship,20,Level 1,Undergraduate,Semester 1 2021/22,N,PE
B9200,Introduction To Mental Health Difficulties,20,Level 2,Undergraduate,Semester 1 2021/22,N,PE
NM340,Introduction To Naval Architecture And Marine Engineering,10,Level 3,Undergraduate,Semester 1 2021/22,N,NE
CS267,Introduction To Object-Oriented Programming With Java,10,Level 2,Undergraduate,Semester 1 2021/22,N,NE
OS645,Introduction To Portraiture,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
DM102,Introduction To Production Engineering And Management,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
B1111,Introduction To Research In Sport And Physical Activity,20,Level 1,Undergraduate,Semester 1 2021/22,Y,NE
R4109,Introduction To Spanish 1a,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
BF112,Introduction To Tourism And Managing People,20,Level 1,Undergraduate,Semester 1 2021/22,N,PE
BF121,Introductoion To International Business,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
Z1403,Issues And Trends On Entrepreneurship,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
M9416,Issues In Healthcare Law And Ethics,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
M9482,"Issues In Healthcare, Law And Ethics (Clinical)",20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
R3108,Italian 1a,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
OS730,Italian 1a (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
R3114,Italian 1a For Cced,20,Level 1,Undergraduate,Semester 1 2021/22,Y,NE
OS731,Italian 1b (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS732,Italian 2 (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
R3209,Italian 2a For Cced,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
OS733,Italian 3 (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
R3394,Italian 3a For Cced,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
OS734,Italian 4 (Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
R3203,Italian Language 2a,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
R3305,Italian Language 3a,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
R3375,Italian Stage And Screen - Semester One (Erasmus/Jya/Overseas),10,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
P3403,Journalism Portfolio,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
B1222,Key Concepts In Sport And Physical Activity Psychology,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
CH485,Key Reactions In Organic Chemistry (Bsc),5,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
CH594,Key Reactions In Organic Chemistry (Mchem),5,Level 5,Undergraduate,Semester 1 2021/22,Y,NE
QQ334,"La Belle Epoque: Edwardian Literature And Culture, 1900-14",20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
M9113,Law And Society,20,Level 1,Undergraduate,Semester 1 2021/22,Y,NE
P3311,Law For Journalists,20,Level 3,Undergraduate,Semester 1 2021/22,Y,EO
L5209,Law For Social Work Practice,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
M9418,Law Of Competition,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
M9305,"Law, Film And Popular Culture",20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
OS641,Learn To Draw,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
X7497,Learning On Placement,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
M9114,Legal Methods,20,Level 1,Undergraduate,Semester 1 2021/22,Y,NE
M9118,Legal Methods (Clinical),20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
M9312,Legal Theory,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
M9217,Legal Theory (Clinical),20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
OS647,Life Drawing,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS186,Life Drawing In Colour,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
MM221,Linear Algebra,10,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
MM301,Linear Algebra,20,Level 3,Undergraduate,Semester 1 2021/22,N,PE
MM201,Linear Algebra And Differential Equations,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
MP422,Management Of Central Nervous System Conditions,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
MJ322,Management Of Gastrointestinal And Endocrine Conditions,20,Level 3,Undergraduate,Semester 1 2021/22,N,NE
MP322,Management Of Gastrointestinal And Endocrine Conditions,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
MJ321,Management Of Infection And Infectious Diseases,20,Level 3,Undergraduate,Semester 1 2021/22,N,NE
MP321,Management Of Infection And Infectious Diseases,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
MP421,Management Of Malignancy And Inflammatory Conditions,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
MG402,"Management, Enterprise And The Rise Of The Global Economy",20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
MG502,"Management, Enterprise And The Rise Of The Global Economy",20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
MK416,Managing Customer Relationships,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
MG211,Managing The Service Encounter,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
NM331,Marine Design (Semester 1),10,Level 3,Undergraduate,Semester 1 2021/22,Y,EO
NM341,Marine Engineering Fundamentals,10,Level 3,Undergraduate,Semester 1 2021/22,N,NE
21526,Marine Engineering Simulation And Modelling,10,Level 5,Undergraduate,Semester 1 2021/22,Y,PE
NM415,Marine Refrigeration And Air Conditioning,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
MK329,Marketing Communications In The Digital Age,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
CP303,Materials Processing And Applications,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
MM556,Mathematical Models 1,15,Level 5,Undergraduate,Semester 1 2021/22,N,PE
MM111,Mathematics 1b,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
MM212,Mathematics 2,10,Level 2,Undergraduate,Semester 1 2021/22,Y,EO
MM217,Mathematics 2m,10,Level 2,Undergraduate,Semester 1 2021/22,Y,EO
EO101,Mathematics And Numerical Tools 1,30,Level 1,Undergraduate,Semester 1 2021/22,N,NE
EO201,Mathematics And Numerical Tools 2,30,Level 2,Undergraduate,Semester 1 2021/22,N,NE
X7213,Mathematics Through The Ages: A Historical And Cultural Overview,20,Level 2,Undergraduate,Semester 1 2021/22,N,PE
ME312,Mechanical Design 3a,10,Level 3,Undergraduate,Semester 1 2021/22,N,NE
MM305,Mechanics Of Rigid Bodies And Fluids,20,Level 3,Undergraduate,Semester 1 2021/22,N,EO
DM315,Mechatronics: Product Programming,10,Level 3,Undergraduate,Semester 1 2021/22,N,NE
P3415,Media And Health,20,Level 4,Undergraduate,Semester 1 2021/22,Y,EO
CH475,Medicinal Chemistry Specialisation,30,Level 4,Undergraduate,Semester 1 2021/22,N,NE
ME522,Meng Group Project (Sem1),20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
ME524,Meng Group Project Abroad,60,Level 5,Undergraduate,Semester 1 2021/22,N,NE
M9465,Miscarriages Of Justice,20,Level 4,Undergraduate,Semester 1 2021/22,Y,EO
M9479,Miscarriages Of Justice (Clinical),20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
MM402,Modelling And Simulation With Applications To Financial Derivatives,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
MM502,Modelling And Simulation With Applications To Financial Derivatives,20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
EE115,Modern Cooking For All (Vip4sd),10,Level 1,Undergraduate,Semester 1 2021/22,N,PE
EE277,Modern Cooking For All (Vip4sd),10,Level 2,Undergraduate,Semester 1 2021/22,N,PE
EE332,Modern Cooking For All (Vip4sd),10,Level 3,Undergraduate,Semester 1 2021/22,N,PE
EE476,Modern Cooking For All (Vip4sd),10,Level 4,Undergraduate,Semester 1 2021/22,N,PE
EE588,Modern Cooking For All (Vip4sd),10,Level 5,Undergraduate,Semester 1 2021/22,N,PE
R3205,"Modern Italy - State, Culture And Society - Sem 1 (Erasmus/Jya/Overseas)",10,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
CP528,Modern Methods Of Process Measurement,10,Level 5,Undergraduate,Semester 1 2021/22,Y,EO
QQ419,Modern Periodicals,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
CP535,Molecular And Interfacial Science,10,Level 5,Undergraduate,Semester 1 2021/22,Y,EO
CP523,Molecular Simulation,10,Level 5,Undergraduate,Semester 1 2021/22,Y,EO
SF106,Multi-Disciplinary Perspectives Of Sustainable Development,20,Level 1,Undergraduate,Semester 1 2021/22,N,EO
CH702,Nanochemistry Applications In Medicinal Chemistry (Bsc Hons),5,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
B6229,Neurology And Paediatrics,10,Level 2,Undergraduate,Semester 1 2021/22,N,NE
P3210,News Reporting And Writing,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
MJ222,Normal Function Of The Cardiovascular And Respiratory Systems,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
MP222,Normal Function Of The Cardiovascular And Respiratory Systems,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
MP221,Normal Function Of The Gastrointestinal Tract,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
NM215,Onboard Energy Management And Environment Protection (Exchange Students),5,Level 5,Undergraduate,Semester 1 2021/22,Y,EO
OS799,Open Studies Certificate In Social Policy,30,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OB101,Organisations And The Contemporary Business Environment,30,Level 1,Undergraduate,Semester 1 2021/22,N,PE
CP414,Particle Technology And Advanced Reactors,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
CP527,Petroleum Engineering,10,Level 5,Undergraduate,Semester 1 2021/22,Y,EO
MP217,Pharmaceutics,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
OS623,Philosophy For Beginners,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
19984,Photonic Systems,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
B1446,Physical Education In Schools,20,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
PH260,Physical Electronics,10,Level 2,Undergraduate,Semester 1 2021/22,Y,EO
BE301,Physiological Systems In Health And Disease,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
B1225,Physiology Of Aerobic Exercise,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
X3476,Placement Learning : Community,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
X7496,Placement Learning: Community,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
L2410,Political Parties: Background To Policy Making,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
L2235,Political Philosophy,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
CC117,Politics 1a,20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
L2107,Politics 1a: Concepts And Processes,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
L2404,Politics And International Relations Dissertation,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
CL431,Pollution And The Rehabilitation Of Degraded Ecosystem,10,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
19987,Power Systems Analysis And Design,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
EE117,Powering Rural Agriculture In Low Resource Settings (Vip4sd),10,Level 1,Undergraduate,Semester 1 2021/22,N,PE
EE279,Powering Rural Agriculture In Low Resource Settings (Vip4sd),10,Level 1,Undergraduate,Semester 1 2021/22,N,PE
EE334,Powering Rural Agriculture In Low Resource Settings (Vip4sd),10,Level 3,Undergraduate,Semester 1 2021/22,N,PE
EE478,Powering Rural Agriculture In Low Resource Settings (Vip4sd),10,Level 4,Undergraduate,Semester 1 2021/22,N,PE
EE590,Powering Rural Agriculture In Low Resource Settings (Vip4sd),10,Level 5,Undergraduate,Semester 1 2021/22,N,PE
CH110,Practical Chemistry For Chemical Engineers,10,Level 1,Undergraduate,Semester 1 2021/22,N,EO
L8401,Practice Learning 1: Social Work Practice,40,Level 4,Undergraduate,Semester 1 2021/22,N,NE
L5107,Preparing For Lifelong Learning,20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
QQ727,Present-Day Victorians,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
16587,Pressurised Systems,10,Level 5,Undergraduate,Semester 1 2021/22,Y,NE
NM214,Principles Of Marine Design And Production (For Exchange Students),10,Level 2,Undergraduate,Semester 1 2021/22,Y,EO
