Class Catalogue - Class Search Results,,,,,,,
,,,,,,,
Search Type:,Class Search,,,,,,
Session:,Academic Year 2021/2022,,,,,,
Credit Scheme:,Strathclyde Standard 2003 and after,,,,,,
Classification:,Undergraduate,,,,,,
,,,,,,,
,,,,,,,
CODE,TITLE,CREDITS,LEVEL,UG/PG/CE,SEMESTER,EXCHANGE,ELECTIVE
B1128,Sports Practice 1,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
B1345,Sports Practice 3,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
BE208,Statics And Dynamics In Biomedical Engineering,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
CC127,Statistics,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
MM104,Statistics And Data Presentation,20,Level 1,Undergraduate,Full Year 2021/2022,Y,PE
X9292,Stem Education And Public Engagement: Vertically Integrated Project,20,Level 2,Undergraduate,Full Year 2021/2022,N,EO
EF500,Stem Engagement And Support,10,Level 5,Undergraduate,Full Year 2021/2022,N,EO
MM126,Stem Promotion And Activities,10,Level 1,Undergraduate,Full Year 2021/2022,Y,PE
OB402,"Strategy, Risk And Scenario Planning",40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
BF203,Strathclyde Hardship Internship Programme (Ship),2,Level 2,Undergraduate,Full Year 2021/2022,N,EO
CL313,Structural Engineering 1,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CL418,Structural Engineering 2,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
CL207,Structural Mechanics And Materials 2,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
HS206,Study Abroad Experiences (China),20,Level 2,Undergraduate,Full Year 2021/2022,N,PE
CS425,Synoptic Project,60,Level 4,Undergraduate,Full Year 2021/2022,N,NE
EM402,Systems Engineering,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
OS126,Taking Your Acrylic Painting Further 4,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS146,Taking Your Botanical Drawing And Painting Further,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS147,Taking Your Oil Painting Further 1,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS148,Taking Your Oil Painting Further 2,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS718,Taking Your Pastels Further 1,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
X7331,Teaching Social Studies Creatively,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
BM216,Techniques In Biomolecular Science 2,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
BM333,Techniques In Biomolecular Science 3,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
CS319,Technological Horizons: Preparing For Practice,10,Level 3,Undergraduate,Full Year 2021/2022,N,NE
DM103,Technology Concepts,20,Level 1,Undergraduate,Full Year 2021/2022,Y,PE
AB111,Technology Studies 1,20,Level 1,Undergraduate,Full Year 2021/2022,Y,NE
AB212,Technology Studies 2,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
X7209,Tesol 1: An Introduction,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
CH462,The Knowledge Exchange Placement,80,Level 4,Undergraduate,Full Year 2021/2022,N,NE
JW253,The Societal Context Of Professional Roles,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
R4373,The Struggle For Modernity In Spain And Latin America,20,Level 3,Undergraduate,Full Year 2021/2022,Y,PE
B9202,Theories Of Counselling And Psychotherapy,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
CS101,Topics In Computing 1,20,Level 1,Undergraduate,Full Year 2021/2022,Y,NE
R4406,Translation Studies: Key Debates And Theories,10,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
CS209,User And Data Modelling,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
X7440,Vip - Stem Education And Public Engagement (Sem 1),10,Level 4,Undergraduate,Full Year 2021/2022,N,NE
CL315,Water Engineering 1,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CL420,Water Engineering 2,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
OS127,Watercolour Painting Portfolio Class,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EE577,Wind Energy And Distributed Energy Resources,20,Level 5,Undergraduate,Full Year 2021/2022,Y,PE
EO108,Work Based Learning 1,30,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EO208,Work Based Learning 2,30,Level 2,Undergraduate,Full Year 2021/2022,N,NE
CS359,Work Based Learning 3,15,Level 3,Undergraduate,Full Year 2021/2022,N,NE
P3416,Work-Based Learning,20,Level 4,Undergraduate,Full Year 2021/2022,N,EO
JW257,Workplace Practice 1,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
R1411,Writing The Body In French And Francophone Contemporary Literature,10,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
X9173,Year 1 Placement And Curriculum,20,Level 1,Undergraduate,Full Year 2021/2022,N,PE
X9281,Year 2 Pedagogy And Placement Learning,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
X7315,Year 3 Pedagogy And Placement Learning,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
X7434,Year 4 Pedagogy And Placement Learning,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
OS673,Ablaze (Taking Your Creative Writing Further 3 Online),10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
L5203,Academic Literacy,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
X7203,Academic Literacy,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
X9283,Academic Literacy,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
X7339,Academic Literacy And Communication 1,20,Level 3,Undergraduate,Semester 1 2021/22,N,NE
AG419,Accounting And Risk,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
AG424,Accounting Theories,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
X2201,Achieving Equity And Equality In Stem; A Vertically Integrated Project,20,Level 2,Undergraduate,Semester 1 2021/22,Y,EO
OS629,Acting 1,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS630,Acting 2,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS631,Acting 3,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS632,Acting 4,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
X7353,Adult Education With Placement,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
CH509,Advanced And Modern Methods In Organic Synthesis B,10,Level 5,Undergraduate,Semester 1 2021/22,Y,NE
CH486,Advanced And Modern Methods Of Organic Synthesis B (Bsc Hons),10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
BM430,Advanced Biochemistry,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
BM422,Advanced Biomedical Science: Molecular And Cellular Pathology,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
AG312,Advanced Corporate Finance And Financial Markets,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
DM400,Advanced Design Methods,20,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
AG311,Advanced Financial Reporting,10,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
CS410,Advanced Functional Programming,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
EC422,Advanced Macroeconomics,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
EC510,Advanced Macroeconomics,20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
BM425,Advanced Microbiology,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
EC421,Advanced Microeconomics,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
EC509,Advanced Microeconomics,20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
BM429,Advanced Pharmacology,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
DM401,Advanced Product Design And Manufacture,20,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
C8419,Advanced Psychological Theory And Practice I,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
C8421,Advanced Psychological Theory And Practice Ii,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
ME520,Advanced Research Project A,10,Level 5,Undergraduate,Semester 1 2021/22,N,NE
CP409,Advanced Separations And Problem Solving,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
CP412,Advanced Separations And Problem Solving,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
CL510,Advanced Structural Analysis And Design,10,Level 5,Undergraduate,Semester 1 2021/22,Y,EO
B6441,Advanced Study Option 1,20,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
BM437,Advanced Techniques In In Vivo Biology,10,Level 4,Undergraduate,Semester 1 2021/22,N,EO
BE400,Advanced Topics In Human Movement,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
B1311,Advanced Topics In Physical Activity,20,Level 3,Undergraduate,Semester 1 2021/22,N,NE
CS547,Advanced Topics In Software Engineering,20,Level 5,Undergraduate,Semester 1 2021/22,Y,NE
MK410,Advances In Consumer Behaviour,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
ME530,Aero-Acoustics,10,Level 5,Undergraduate,Semester 1 2021/22,Y,EO
OS167,An Introduction To Novel Writing,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
X2100,An Introduction To Teaching,20,Level 1,Undergraduate,Semester 1 2021/22,N,EO
MS210,Analysing And Improving Operations,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
L2430,Analysing Religion And Politics,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
NM329,Analysis And Design Of Marine Structures 2 (Semester 1),10,Level 3,Undergraduate,Semester 1 2021/22,Y,EO
MM203,Applicable Analysis 1,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
MM403,Applicable Analysis 3,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
MM503,Applicable Analysis 3,20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
MM552,Applied Analysis And Pdes 1,20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
EC413,Applied Econometrics,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
MM554,Applied Mathematics Methods 1,20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
MM108,Applying Mathematics 1,10,Level 1,Undergraduate,Semester 1 2021/22,Y,EO
AB317,Architecture Design Studies 3a,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
22266,Architecture History And Theory 2a,10,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
22373,Architecture History And Theory 3a,10,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
L5407,Assessed Practice 2,60,Level 4,Undergraduate,Semester 1 2021/22,N,NE
B6230,Audiology And Ent,10,Level 2,Undergraduate,Semester 1 2021/22,N,NE
ME215,Automotive Systems 1 (Semester 1),5,Level 2,Undergraduate,Semester 1 2021/22,Y,EO
EO105,Basic Mechanics And Materials,20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
AG429,Behavioural Finance,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
AG510,Behavioural Finance,20,Level 5,Undergraduate,Semester 1 2021/22,N,EO
MG511,Being An Ethical Manager,20,Level 5,Undergraduate,Semester 1 2021/22,N,PE
SH424,Being An Ethical Manager,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
JW259,Being Professional: Working Collaboratively,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
LC251,Being Professional: Working Collaboratively,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
MW269,Being Professional: Working Collaboratively,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
C8468,Belief And Anomalistic Experience For Exchange Students,10,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
CP315,Biochemical Engineering,10,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
BM321,Biomedical Biochemistry,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
BE401,Biomedical Electronics,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
BE101,Biomedical Engineering,10,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
BE513,Biomedical Engineering Group Project,60,Level 5,Undergraduate,Semester 1 2021/22,N,NE
BE404,Biomedical Instrumentation,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
MK412,Brand Management,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
MK500,Brand Management,20,Level 5,Undergraduate,Semester 1 2021/22,N,NE
CH479,Bsc Hons Core Topics In Chemistry,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
22143,Building Technology And Environment 1a,10,Level 1,Undergraduate,Semester 1 2021/22,Y,NE
22243,Building Technology And Environment 2a,10,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
MS416,Business Analytics Using Data Mining,20,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
NM335,Business Concepts And International Merchant Shipping,10,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
AG215,Business Finance,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
M9117,Business Law,20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
CC125,Business Law 1,20,Level 1,Undergraduate,Semester 1 2021/22,N,NE
22490,Caad 5 - Multi-Media,10,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
ME109,Cad For Bme,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
CH404,Cage And Cluster Molecules,5,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
CH504,Cage And Cluster Molecules,5,Level 5,Undergraduate,Semester 1 2021/22,Y,NE
16460,Case Studies In Engineering (Sem1),5,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
CP325,Chemical Engineering Design And Advanced I.T.,10,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
CP107,Chemistry For Chemical Engineering,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
CH106,Chemistry: Principles And Practice 1,20,Level 1,Undergraduate,Semester 1 2021/22,Y,PE
X7310,Children And Childhood,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
X9298,Children'S Rights And Social Justice,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
L2307,Chinese Politics,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
EO207,Civil Engineering Practice,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
CP533,Clean Combustion Technologies,10,Level 5,Undergraduate,Semester 1 2021/22,Y,EO
BM426,Clinical Immunology,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
B6226,Clinical Linguistics And Language Development,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
M9215,Commercial Law (Clinical),20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
B6343,Communication Difficulties In Lifelong Conditions,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
19990,Communications Networks,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
EE406,Communications Theory,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
L2411,Comparative Politics,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
L2414,Comparative Politics Of Advanced Industrial Democracies,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
M9318,Competition Law,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
M9467,Competition Law And The Digital Economy,20,Level 4,Undergraduate,Semester 1 2021/22,Y,EO
CS407,Computer Security,20,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
CS313,Computer Systems And Concurrency,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
M9433,Constitutional Law,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
CL439,Contaminated Land,10,Level 4,Undergraduate,Semester 1 2021/22,N,PE
L2340,Contemporary British Governance,20,Level 3,Undergraduate,Semester 1 2021/22,Y,EO
MS426,Contemporary Business Technology,20,Level 4,Undergraduate,Semester 1 2021/22,Y,EO
HS809,Contemporary Gender Issues,20,Level 3,Undergraduate,Semester 1 2021/22,N,EO
AG415,Contemporary Issues In International Financial Reporting,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
QQ410,Contemporary Travel Writing,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
L5317,"Context, Policy And Joint Working",20,Level 3,Undergraduate,Semester 1 2021/22,N,PE
ME528,Control Systems Design,10,Level 5,Undergraduate,Semester 1 2021/22,Y,NE
AG511,Corporate Finance,20,Level 5,Undergraduate,Semester 1 2021/22,N,EO
AG430,Corporate Financing,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
OS616,Creative Writing For Beginners,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS671,Creative Writing For Beginners Online,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
Z1217,Creativity And Innovation Management,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
M9111,Criminal Law,20,Level 1,Undergraduate,Semester 1 2021/22,Y,NE
M9409,Criminology,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
M9477,Criminology (Clinical),20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
X7494,Critical Issues In Education,20,Level 4,Undergraduate,Semester 1 2021/22,Y,PE
X7210,Culture Society Formation,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
X7341,Curricular Studies 1: Home Economics,20,Level 3,Undergraduate,Semester 1 2021/22,N,NE
X7343,Curricular Studies 1: Technological Education,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
X7342,Curricular Studies 2: Home Economics,20,Level 3,Undergraduate,Semester 1 2021/22,N,NE
BM332,Cytology And Histology,10,Level 3,Undergraduate,Semester 1 2021/22,N,NE
V1946,Dangerous Drugs And Magic Bullets: Social History Of Medicines 1800-2000,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
V1324,Dangerous Drugs And Magic Bullets:The Social History Of Medicine In Mod1,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
L2406,Democratization,20,Level 4,Undergraduate,Semester 1 2021/22,N,EO
AB115,Design 1a,30,Level 1,Undergraduate,Semester 1 2021/22,N,NE
AB322,Design 3a,30,Level 3,Undergraduate,Semester 1 2021/22,N,NE
EO102,Design And Production 1,30,Level 1,Undergraduate,Semester 1 2021/22,N,NE
EO202,Design And Production 2,30,Level 2,Undergraduate,Semester 1 2021/22,N,NE
EO202,Design And Production 2,30,Level 2,Undergraduate,Semester 1 2021/22,N,NE
DM300,Design Emotion And Experience,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
DM411,Design Interaction,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
AB106,Design Studies 1a,20,Level 1,Undergraduate,Semester 1 2021/22,Y,NE
AB418,Design Studies 4a,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
AB422,Design Studies 4a E,30,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
AB423,Design Studies 4b E,30,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
AB107,Design Studios 1b,20,Level 1,Undergraduate,Semester 1 2021/22,Y,NE
AB208,Design Studios 2a,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
AB209,Design Studios 2b,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
CS548,Designing Usable Systems,20,Level 5,Undergraduate,Semester 1 2021/22,Y,NE
X7208,Developing Language And Communication Skills,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
C8305,Development,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
L2423,Difference And Democracy,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
MM302,Differential Equations,20,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
P3411,Digital Communication And Culture,20,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
EO303,Digital Electronics And Embedded Systems,20,Level 3,Undergraduate,Semester 1 2021/22,N,EO
OS656,Digital Photography 1,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
OS657,Digital Photography 2,10,Level 1,Undergraduate,Semester 1 2021/22,N,NE
19981,Digital Signal Processing,10,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
V1341,Disability In Modern Britain,20,Level 3,Undergraduate,Semester 1 2021/22,Y,PE
V1462,Disability In Modern Britain,20,Level 4,Undergraduate,Semester 1 2021/22,Y,EO
CC216,Discrimination Law,20,Level 2,Undergraduate,Semester 1 2021/22,N,NE
V1213,Disease And Society: An Introduction To The History Of Medicine,20,Level 2,Undergraduate,Semester 1 2021/22,Y,PE
MS424,Dissertation,40,Level 4,Undergraduate,Semester 1 2021/22,Y,NE
QQ701,Dissertation In English,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
P3406,Dissertation In Journalism,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
B1455,Dissertation Research Skills,20,Level 4,Undergraduate,Semester 1 2021/22,N,NE
MK429,Dissertation With Secondary Research,20,Level 4,Undergraduate,Semester 1 2021/22,N,PE
M9208,Domestic Relations,20,Level 2,Undergraduate,Semester 1 2021/22,Y,NE
ME305,Dynamics 3,10,Level 3,Undergraduate,Semester 1 2021/22,Y,NE
